,rmse,mean,median,std,min,max,sse
estimation.tum,2.15856061899729,1.7806294839827932,1.7166131883950988,1.220140396289351,0.13653997934004478,3.55275157980093,18.63753578354385
village_summer_est_from_matches.tum.txt,173.7949055381136,87.63281012373135,2.94571770881054,150.08384250418123,0.0,534.6277107712992,32198177.357607946
