Sequence,Modality,ATE_Trans_RMSE,ATE_Trans_Mean,ATE_Trans_Median,ATE_Trans_Min,ATE_Trans_Max,RPE_Trans_RMSE,RPE_Trans_Mean,RPE_Trans_Median,RPE_Trans_Min,RPE_Trans_Max,RPE_Rot_RMSE,RPE_Rot_Mean,RPE_Rot_Median,RPE_Rot_Min,RPE_Rot_Max
4)ORC-overcast-2014-06-26-08-53-56,mono,115.700562,108.680217,105.067832,13.162977,181.176831,1.119776,0.960347,0.771112,0.003449,5.577532,1.634629,0.850145,0.410221,0.026679,24.97702
