query_array_index,query_frame_id,matched_ref_index,matched_ref_frame_id,quality,valid,gt_x,gt_y,gt_yaw_rad,est_x,est_y,est_yaw_rad,xy_error
0,1,-1,-1,nan,False,499.050000,-588.482800,-2.245104000,,,,
1,2,-1,-1,nan,False,498.143000,-589.617400,-2.245104000,,,,
2,3,-1,-1,nan,False,497.236100,-590.752100,-2.245104000,,,,
3,4,-1,-1,nan,False,496.329200,-591.886700,-2.245104000,,,,
4,5,-1,-1,nan,False,495.422300,-593.021400,-2.245104000,,,,
5,6,5,6,0.334843004,True,494.515400,-594.156000,-2.245104000,494.515400,-594.156000,-2.245104000,0.000000
6,7,6,7,0.294897218,True,493.608500,-595.290700,-2.312361000,493.608500,-595.290700,-2.312361000,0.000000
7,8,7,8,0.271962793,True,492.701600,-596.425300,-2.470564000,492.701600,-596.425300,-2.470564000,0.000000
8,9,8,9,0.233917227,True,491.794700,-597.560000,-2.631028000,491.794700,-597.560000,-2.631028000,0.000000
9,10,9,10,0.188969309,True,490.887800,-598.694600,-2.785773000,490.887800,-598.694600,-2.785773000,0.000000
10,11,10,11,0.156697399,True,489.539800,-599.195600,-2.785773000,489.539800,-599.195600,-2.785773000,0.000000
11,12,11,12,0.135233916,True,488.191800,-599.696500,-2.785773000,488.191800,-599.696500,-2.785773000,0.000000
12,13,12,13,0.131845031,True,486.843800,-600.197500,-2.785773000,486.843800,-600.197500,-2.785773000,0.000000
13,14,13,14,0.120530965,True,485.495800,-600.698400,-2.785773000,485.495800,-600.698400,-2.785773000,0.000000
14,15,14,15,0.123902384,True,484.147800,-601.199400,-2.785773000,484.147800,-601.199400,-2.785773000,0.000000
15,16,15,16,0.123538122,True,482.799900,-601.700400,-2.785773000,482.799900,-601.700400,-2.785773000,0.000000
16,17,16,17,0.115774965,True,481.451900,-602.201300,-2.785773000,481.451900,-602.201300,-2.785773000,0.000000
17,18,17,18,0.104599216,True,480.103900,-602.702300,-2.785773000,480.103900,-602.702300,-2.785773000,0.000000
18,19,18,19,0.100106717,True,478.755900,-603.203300,-2.785773000,478.755900,-603.203300,-2.785773000,0.000000
19,20,19,20,0.083897772,True,477.407900,-603.704200,-2.770426000,477.407900,-603.704200,-2.770426000,0.000000
20,21,20,21,0.073127153,True,476.059900,-604.205200,-2.738189000,476.059900,-604.205200,-2.738189000,0.000000
21,22,21,22,0.068762453,True,474.711900,-604.706100,-2.705935000,474.711900,-604.706100,-2.705935000,0.000000
22,23,22,23,0.059820901,True,473.363900,-605.207100,-2.673730000,473.363900,-605.207100,-2.673730000,0.000000
23,24,23,24,0.053604203,True,472.107200,-605.842100,-2.673730000,472.107200,-605.842100,-2.673730000,0.000000
24,25,24,25,0.052660075,True,470.850400,-606.477200,-2.673730000,470.850400,-606.477200,-2.673730000,0.000000
25,26,25,26,0.052087041,True,469.593600,-607.112200,-2.673730000,469.593600,-607.112200,-2.673730000,0.000000
26,27,26,27,0.054206148,True,468.336800,-607.747200,-2.673730000,468.336800,-607.747200,-2.673730000,0.000000
27,28,27,28,0.054683254,True,467.080000,-608.382200,-2.675408000,467.080000,-608.382200,-2.675408000,0.000000
28,29,28,29,0.055738569,True,465.823300,-609.017300,-2.678456000,465.823300,-609.017300,-2.678456000,0.000000
29,30,29,30,0.060795937,True,464.566500,-609.652300,-2.681503000,464.566500,-609.652300,-2.681503000,0.000000
30,31,30,31,0.052998667,True,463.309700,-610.287300,-2.684551000,463.309700,-610.287300,-2.684551000,0.000000
31,32,31,32,0.056165677,True,462.053400,-610.905100,-2.684551000,462.053400,-610.905100,-2.684551000,0.000000
32,33,32,33,0.051167310,True,460.797200,-611.522900,-2.684551000,460.797200,-611.522900,-2.684551000,0.000000
33,34,33,34,0.053473656,True,459.540900,-612.140700,-2.684551000,459.540900,-612.140700,-2.684551000,0.000000
34,35,34,35,0.054411218,True,458.284700,-612.758500,-2.684551000,458.284700,-612.758500,-2.684551000,0.000000
35,36,35,36,0.054769925,True,457.028400,-613.376300,-2.684551000,457.028400,-613.376300,-2.684551000,0.000000
36,37,36,37,0.061153993,True,455.772100,-613.994100,-2.684551000,455.772100,-613.994100,-2.684551000,0.000000
37,38,37,38,0.066128940,True,454.515900,-614.611900,-2.684551000,454.515900,-614.611900,-2.684551000,0.000000
38,39,38,39,0.077740032,True,453.259600,-615.229600,-2.684551000,453.259600,-615.229600,-2.684551000,0.000000
39,40,39,40,0.084724308,True,452.003400,-615.847400,-2.614261000,452.003400,-615.847400,-2.614261000,0.000000
40,41,40,41,0.089417744,True,450.747100,-616.465200,-2.487948000,450.747100,-616.465200,-2.487948000,0.000000
41,42,41,42,0.108297837,True,449.490800,-617.083000,-2.360761000,449.490800,-617.083000,-2.360761000,0.000000
42,43,42,43,0.118243176,True,448.234600,-617.700800,-2.236720000,448.234600,-617.700800,-2.236720000,0.000000
43,44,43,44,0.132155279,True,447.376700,-618.792700,-2.236720000,447.376700,-618.792700,-2.236720000,0.000000
44,45,44,45,0.139804959,True,446.518900,-619.884600,-2.236720000,446.518900,-619.884600,-2.236720000,0.000000
45,46,45,46,0.140215899,True,445.661000,-620.976500,-2.236720000,445.661000,-620.976500,-2.236720000,0.000000
46,47,46,47,0.142336096,True,444.803200,-622.068500,-2.236720000,444.803200,-622.068500,-2.236720000,0.000000
47,48,47,48,0.134109896,True,443.945300,-623.160400,-2.236720000,443.945300,-623.160400,-2.236720000,0.000000
48,49,48,49,0.127058118,True,443.087500,-624.252300,-2.236720000,443.087500,-624.252300,-2.236720000,0.000000
49,50,49,50,0.123269242,True,442.229600,-625.344200,-2.313501000,442.229600,-625.344200,-2.313501000,0.000000
50,51,50,51,0.116452735,True,441.371800,-626.436100,-2.445115000,441.371800,-626.436100,-2.445115000,0.000000
51,52,51,52,0.099019151,True,440.513900,-627.528000,-2.577650000,440.513900,-627.528000,-2.577650000,0.000000
52,53,52,53,0.080437794,True,439.656100,-628.619900,-2.706569000,439.656100,-628.619900,-2.706569000,0.000000
53,54,53,54,0.073583362,True,438.296300,-629.251800,-2.706569000,438.296300,-629.251800,-2.706569000,0.000000
54,55,54,55,0.067655898,True,436.936400,-629.883800,-2.706569000,436.936400,-629.883800,-2.706569000,0.000000
55,56,55,56,0.074322130,True,435.576600,-630.515700,-2.706569000,435.576600,-630.515700,-2.706569000,0.000000
56,57,56,57,0.088969868,True,434.216800,-631.147600,-2.706569000,434.216800,-631.147600,-2.706569000,0.000000
57,58,57,58,0.098941061,True,432.856900,-631.779600,-2.763816000,432.856900,-631.779600,-2.763816000,0.000000
58,59,58,59,0.114827873,True,431.497100,-632.411500,-2.943406000,431.497100,-632.411500,-2.943406000,0.000000
59,60,59,60,0.132569822,True,430.137300,-633.043400,-3.126996000,430.137300,-633.043400,-3.126996000,0.000000
60,61,60,61,0.138623997,True,428.777400,-633.675400,2.980449000,428.777400,-633.675400,2.980449000,0.000000
61,62,61,62,0.154184563,True,427.359000,-633.444800,2.980449000,427.359000,-633.444800,2.980449000,0.000000
62,63,62,63,0.172604097,True,425.940600,-633.214200,2.980449000,425.940600,-633.214200,2.980449000,0.000000
63,64,63,64,0.172719129,True,424.522200,-632.983700,2.980449000,424.522200,-632.983700,2.980449000,0.000000
64,65,64,65,0.170256265,True,423.103700,-632.753100,2.980449000,423.103700,-632.753100,2.980449000,0.000000
65,66,65,66,0.168275482,True,421.685300,-632.522500,2.980449000,421.685300,-632.522500,2.980449000,0.000000
66,67,66,67,0.177709994,True,420.266900,-632.292000,2.980449000,420.266900,-632.292000,2.980449000,0.000000
67,68,67,68,0.173905736,True,418.848500,-632.061400,2.980449000,418.848500,-632.061400,2.980449000,0.000000
68,69,68,69,0.181393886,True,417.430100,-631.830800,2.901273000,417.430100,-631.830800,2.901273000,0.000000
69,70,69,70,0.189634764,True,416.011600,-631.600300,2.727963000,416.011600,-631.600300,2.727963000,0.000000
70,71,70,71,0.190984289,True,414.593200,-631.369700,2.551872000,414.593200,-631.369700,2.551872000,0.000000
71,72,71,72,0.170229533,True,413.174800,-631.139100,2.383463000,413.174800,-631.139100,2.383463000,0.000000
72,73,72,73,0.131963606,True,412.143100,-630.162200,2.383463000,412.143100,-630.162200,2.383463000,0.000000
73,74,73,74,0.137404855,True,411.111300,-629.185200,2.383463000,411.111300,-629.185200,2.383463000,0.000000
74,75,74,75,0.193508195,True,410.079600,-628.208300,2.383463000,410.079600,-628.208300,2.383463000,0.000000
75,76,75,76,0.217944891,True,409.047900,-627.231300,2.293741000,409.047900,-627.231300,2.293741000,0.000000
76,77,76,77,0.236002038,True,408.016100,-626.254400,2.111198000,408.016100,-626.254400,2.111198000,0.000000
77,78,77,78,0.258804560,True,406.984400,-625.277500,1.925649000,406.984400,-625.277500,1.925649000,0.000000
78,79,78,79,0.295035903,True,405.952700,-624.300500,1.749272000,405.952700,-624.300500,1.749272000,0.000000
79,80,79,80,0.297529360,True,405.704900,-622.927200,1.749272000,405.704900,-622.927200,1.749272000,0.000000
80,81,80,81,0.292136333,True,405.457200,-621.553900,1.749272000,405.457200,-621.553900,1.749272000,0.000000
81,82,81,82,0.303960560,True,405.209500,-620.180600,1.749272000,405.209500,-620.180600,1.749272000,0.000000
82,83,82,83,0.345835828,True,404.961700,-618.807300,1.749272000,404.961700,-618.807300,1.749272000,0.000000
83,84,83,84,0.374452384,True,404.714000,-617.433900,1.749272000,404.714000,-617.433900,1.749272000,0.000000
84,85,84,85,0.351273906,True,404.466200,-616.060600,1.749272000,404.466200,-616.060600,1.749272000,0.000000
85,86,85,86,0.320315667,True,404.218500,-614.687300,1.726706000,404.218500,-614.687300,1.726706000,0.000000
86,87,86,87,0.282718881,True,403.970800,-613.314000,1.687900000,403.970800,-613.314000,1.687900000,0.000000
87,88,87,88,0.253838361,True,403.723000,-611.940700,1.649070000,403.723000,-611.940700,1.649070000,0.000000
88,89,88,89,0.225928854,True,403.475300,-610.567400,1.610332000,403.475300,-610.567400,1.610332000,0.000000
89,90,89,90,0.201849121,True,403.416500,-609.082400,1.610332000,403.416500,-609.082400,1.610332000,0.000000
90,91,90,91,0.189463905,True,403.357800,-607.597500,1.610332000,403.357800,-607.597500,1.610332000,0.000000
91,92,91,92,0.211869845,True,403.299100,-606.112500,1.610332000,403.299100,-606.112500,1.610332000,0.000000
92,93,92,93,0.232643231,True,403.240300,-604.627600,1.610332000,403.240300,-604.627600,1.610332000,0.000000
93,94,93,94,0.241648033,True,403.181600,-603.142700,1.610332000,403.181600,-603.142700,1.610332000,0.000000
94,95,94,95,0.253120647,True,403.122900,-601.657700,1.610332000,403.122900,-601.657700,1.610332000,0.000000
95,96,95,96,0.255065564,True,403.064100,-600.172800,1.610332000,403.064100,-600.172800,1.610332000,0.000000
96,97,96,97,0.260797112,True,403.005400,-598.687900,1.610332000,403.005400,-598.687900,1.610332000,0.000000
97,98,97,98,0.269508268,True,402.946600,-597.202900,1.656553000,402.946600,-597.202900,1.656553000,0.000000
98,99,98,99,0.264923344,True,402.887900,-595.718000,1.786641000,402.887900,-595.718000,1.786641000,0.000000
99,100,99,100,0.300573701,True,402.829200,-594.233000,1.918154000,402.829200,-594.233000,1.918154000,0.000000
100,101,100,101,0.320036161,True,402.770400,-592.748100,2.046645000,402.770400,-592.748100,2.046645000,0.000000
101,102,101,102,0.302698689,True,402.120500,-591.486900,2.046645000,402.120500,-591.486900,2.046645000,0.000000
102,103,102,103,0.274807849,True,401.470600,-590.225800,2.046645000,401.470600,-590.225800,2.046645000,0.000000
103,104,103,104,0.270532688,True,400.820600,-588.964600,2.046645000,400.820600,-588.964600,2.046645000,0.000000
104,105,104,105,0.293919048,True,400.170700,-587.703400,2.046645000,400.170700,-587.703400,2.046645000,0.000000
105,106,105,106,0.311321026,True,399.520700,-586.442300,2.046645000,399.520700,-586.442300,2.046645000,0.000000
106,107,106,107,0.309488843,True,398.870800,-585.181100,2.082659000,398.870800,-585.181100,2.082659000,0.000000
107,108,107,108,0.329011235,True,398.220900,-583.919900,2.151916000,398.220900,-583.919900,2.151916000,0.000000
108,109,108,109,0.318947900,True,397.570900,-582.658800,2.221330000,397.570900,-582.658800,2.221330000,0.000000
109,110,109,110,0.327499511,True,396.921000,-581.397600,2.290240000,396.921000,-581.397600,2.290240000,0.000000
110,111,110,111,0.331386259,True,395.990100,-580.335000,2.290240000,395.990100,-580.335000,2.290240000,0.000000
111,112,111,112,0.343374626,True,395.059100,-579.272400,2.290240000,395.059100,-579.272400,2.290240000,0.000000
112,113,112,113,0.340365355,True,394.128200,-578.209800,2.290240000,394.128200,-578.209800,2.290240000,0.000000
113,114,113,114,0.363103551,True,393.197200,-577.147200,2.290240000,393.197200,-577.147200,2.290240000,0.000000
114,115,114,115,0.369213072,True,392.266300,-576.084500,2.290240000,392.266300,-576.084500,2.290240000,0.000000
115,116,115,116,0.381785269,True,391.335400,-575.021900,2.290240000,391.335400,-575.021900,2.290240000,0.000000
116,117,116,117,0.373162630,True,390.404400,-573.959300,2.290240000,390.404400,-573.959300,2.290240000,0.000000
117,118,117,118,0.397178282,True,389.473500,-572.896700,2.290240000,389.473500,-572.896700,2.290240000,0.000000
118,119,118,119,0.419207095,True,388.542600,-571.834100,2.302303000,388.542600,-571.834100,2.302303000,0.000000
119,120,119,120,0.415648522,True,387.611600,-570.771500,2.324690000,387.611600,-570.771500,2.324690000,0.000000
120,121,120,121,0.443433982,True,386.680700,-569.708900,2.347083000,386.680700,-569.708900,2.347083000,0.000000
121,122,121,122,0.464969723,True,385.749800,-568.646300,2.369459000,385.749800,-568.646300,2.369459000,0.000000
122,123,122,123,0.460176933,True,384.747500,-567.670200,2.369459000,384.747500,-567.670200,2.369459000,0.000000
123,124,123,124,0.480419765,True,383.745200,-566.694200,2.369459000,383.745200,-566.694200,2.369459000,0.000000
124,125,124,125,0.491275761,True,382.742900,-565.718100,2.369459000,382.742900,-565.718100,2.369459000,0.000000
125,126,125,126,0.522694312,True,381.740600,-564.742100,2.369459000,381.740600,-564.742100,2.369459000,0.000000
126,127,126,127,0.538555180,True,380.738300,-563.766000,2.369459000,380.738300,-563.766000,2.369459000,0.000000
127,128,127,128,0.506679218,True,379.736000,-562.790000,2.369459000,379.736000,-562.790000,2.369459000,0.000000
128,129,128,129,0.450424078,True,378.733700,-561.813900,2.369459000,378.733700,-561.813900,2.369459000,0.000000
129,130,129,130,0.433399748,True,377.731400,-560.837900,2.369459000,377.731400,-560.837900,2.369459000,0.000000
130,131,130,131,0.393548889,True,376.729100,-559.861800,2.369459000,376.729100,-559.861800,2.369459000,0.000000
131,132,131,132,0.403948214,True,375.726900,-558.885800,2.369459000,375.726900,-558.885800,2.369459000,0.000000
132,133,132,133,0.397606302,True,374.724600,-557.909800,2.316618000,374.724600,-557.909800,2.316618000,0.000000
133,134,133,134,0.358359207,True,373.722300,-556.933700,2.223190000,373.722300,-556.933700,2.223190000,0.000000
134,135,134,135,0.318189568,True,372.720000,-555.957700,2.129412000,372.720000,-555.957700,2.129412000,0.000000
135,136,135,136,0.280334186,True,371.717700,-554.981600,2.036912000,371.717700,-554.981600,2.036912000,0.000000
136,137,136,137,0.241021034,True,371.045000,-553.644500,2.036912000,371.045000,-553.644500,2.036912000,0.000000
137,138,137,138,0.211648962,True,370.372300,-552.307400,2.036912000,370.372300,-552.307400,2.036912000,0.000000
138,139,138,139,0.205684147,True,369.699700,-550.970300,2.036912000,369.699700,-550.970300,2.036912000,0.000000
139,140,139,140,0.186656692,True,369.027000,-549.633200,2.036912000,369.027000,-549.633200,2.036912000,0.000000
140,141,140,141,0.182862605,True,368.354300,-548.296200,2.036912000,368.354300,-548.296200,2.036912000,0.000000
141,142,141,142,0.170584872,True,367.681600,-546.959100,2.036912000,367.681600,-546.959100,2.036912000,0.000000
142,143,142,143,0.171058353,True,367.009000,-545.622000,2.036912000,367.009000,-545.622000,2.036912000,0.000000
143,144,143,144,0.156785930,True,366.336300,-544.284900,2.073976000,366.336300,-544.284900,2.073976000,0.000000
144,145,144,145,0.135294192,True,365.663600,-542.947800,2.184828000,365.663600,-542.947800,2.184828000,0.000000
145,146,145,146,0.146056508,True,364.990900,-541.610700,2.296590000,364.990900,-541.610700,2.296590000,0.000000
146,147,146,147,0.142896330,True,364.318300,-540.273600,2.406516000,364.318300,-540.273600,2.406516000,0.000000
147,148,147,148,0.136414349,True,363.213500,-539.274800,2.406516000,363.213500,-539.274800,2.406516000,0.000000
148,149,148,149,0.139560801,True,362.108700,-538.276000,2.406516000,362.108700,-538.276000,2.406516000,0.000000
149,150,149,150,0.150219448,True,361.004000,-537.277200,2.406516000,361.004000,-537.277200,2.406516000,0.000000
150,151,150,151,0.171220951,True,359.899200,-536.278400,2.406516000,359.899200,-536.278400,2.406516000,0.000000
151,152,151,152,0.152189505,True,358.794500,-535.279500,2.406516000,358.794500,-535.279500,2.406516000,0.000000
152,153,152,153,0.134355263,True,357.689700,-534.280700,2.406516000,357.689700,-534.280700,2.406516000,0.000000
153,154,153,154,0.145582019,True,356.585000,-533.281900,2.406516000,356.585000,-533.281900,2.406516000,0.000000
154,155,154,155,0.120566893,True,355.480200,-532.283100,2.406516000,355.480200,-532.283100,2.406516000,0.000000
155,156,155,156,0.112694139,True,354.375500,-531.284300,2.447274000,354.375500,-531.284300,2.447274000,0.000000
156,157,156,157,0.111856538,True,353.270700,-530.285500,2.563726000,353.270700,-530.285500,2.563726000,0.000000
157,158,157,158,0.103091050,True,352.165900,-529.286700,2.681207000,352.165900,-529.286700,2.681207000,0.000000
158,159,158,159,0.104501795,True,351.061200,-528.287900,2.796535000,351.061200,-528.287900,2.796535000,0.000000
