,rmse,mean,median,std,min,max,sse
estimation.tum,0.30255041610132377,0.2852999992783272,0.2760025208158188,0.10070086739879973,0.16687898303332577,0.4130184939858371,0.2746102628492525
village_summer_est_from_matches.tum.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
