,rmse,mean,median,std,min,max,sse
estimation.tum,2.613336751064819,2.544966415367162,2.544966415367162,0.5938643945542134,1.9511020208129486,3.1388308099213753,13.659057948932048
village_summer_est_from_matches.tum.txt,1.1663163483222651e-17,2.8074167220816784e-18,0.0,1.1320238238877947e-17,0.0,2.237726045655905e-16,1.5031246759219802e-31
