frame_id,x,y,yaw_rad
629,82.0427,-474.5956,-1.381090
630,82.3232,-476.0563,-1.381090
631,82.6037,-477.5170,-1.381090
632,82.8842,-478.9777,-1.381090
633,83.1646,-480.4383,-1.381090
634,83.4451,-481.8990,-1.381090
635,83.7256,-483.3597,-1.381090
636,84.0060,-484.8203,-1.381090
637,84.2865,-486.2810,-1.381090
638,84.5670,-487.7417,-1.381090
639,84.8474,-489.2023,-1.381090
640,85.1279,-490.6630,-1.381090
641,85.4084,-492.1237,-1.381090
642,85.6889,-493.5843,-1.381090
643,85.9693,-495.0450,-1.381090
644,86.2498,-496.5057,-1.381090
645,86.5303,-497.9663,-1.381090
646,86.8107,-499.4270,-1.381090
647,87.0912,-500.8877,-1.381090
648,87.3717,-502.3483,-1.375044
649,87.6521,-503.8090,-1.358319
650,87.9326,-505.2697,-1.341592
651,88.2131,-506.7303,-1.324871
652,88.5717,-508.1589,-1.324871
653,88.9303,-509.5875,-1.324871
654,89.2888,-511.0161,-1.324871
655,89.6474,-512.4447,-1.324871
656,90.0060,-513.8733,-1.324871
657,90.3646,-515.3019,-1.324871
658,90.7232,-516.7305,-1.324871
659,91.0818,-518.1591,-1.324871
660,91.4404,-519.5877,-1.324871
661,91.7989,-521.0162,-1.324871
662,92.1575,-522.4448,-1.324871
663,92.5161,-523.8734,-1.324871
664,92.8747,-525.3020,-1.324871
665,93.2333,-526.7306,-1.324871
666,93.5919,-528.1592,-1.324871
667,93.9505,-529.5878,-1.324871
668,94.3090,-531.0164,-1.324871
669,94.6676,-532.4450,-1.324871
670,95.0262,-533.8736,-1.324871
671,95.3848,-535.3022,-1.324871
672,95.7434,-536.7307,-1.324871
673,96.1020,-538.1593,-1.324871
674,96.4606,-539.5879,-1.324871
675,96.8191,-541.0165,-1.324871
676,97.1777,-542.4451,-1.324871
677,97.5363,-543.8737,-1.324871
678,97.8949,-545.3023,-1.324871
679,98.2535,-546.7309,-1.324871
680,98.6121,-548.1595,-1.324871
681,98.9707,-549.5881,-1.324871
682,99.3292,-551.0166,-1.324871
683,99.6878,-552.4452,-1.324871
684,100.0464,-553.8738,-1.324871
685,100.4050,-555.3024,-1.324871
686,100.7636,-556.7310,-1.324871
687,101.1222,-558.1596,-1.319370
688,101.4807,-559.5882,-1.305426
689,101.8393,-561.0168,-1.291481
690,102.1979,-562.4454,-1.277540
691,102.6241,-563.8568,-1.277540
692,103.0503,-565.2682,-1.277540
693,103.4765,-566.6796,-1.277540
694,103.9027,-568.0911,-1.277540
695,104.3289,-569.5025,-1.277540
696,104.7551,-570.9139,-1.277540
697,105.1813,-572.3253,-1.277540
698,105.6075,-573.7368,-1.277540
