,rmse,mean,median,std,min,max,sse
estimation.tum,3.302093807403319,2.6537450242581695,1.9714942967225664,1.9650600141258667,1.9674973214290623,9.857282583682675,283.49941133517507
webots-day.txt,2.666932729968372,2.1949008884606025,1.9714999999999954,1.5149060287725482,0.06517578774779909,8.376413465782575,2581.8484575820894
city_summer_est_from_matches.tum.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
