ds,vmin,vmax,Rwindow,threshold,match_runtime_sec,rank_score,score_valid,score_corr,score_mae,valid_count,invalid_count,valid_ratio,mae,norm_mae,corr,nan_quality_count,core_frame_start,core_frame_end_exclusive,core_total_count,core_valid_count,core_valid_ratio,core_mae,core_norm_mae,core_corr
10,0.8,1.2,10,0.8,1.3053,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,10,0.9,1.3053,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,10,1.0,1.3053,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,10,0.8,1.4398,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,10,0.9,1.4398,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,10,1.0,1.4398,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,10,0.8,1.4788,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,10,0.9,1.4788,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,10,1.0,1.4788,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,30,0.8,1.3537,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,30,0.9,1.3537,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,30,1.0,1.3537,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,30,0.8,1.3717,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,30,0.9,1.3717,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,30,1.0,1.3717,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,30,0.8,1.4388,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,30,0.9,1.4388,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,30,1.0,1.4388,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,50,0.8,1.3699,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
