,rmse,mean,median,std,min,max,sse
estimation.tum,1.019462966355391,0.899764818439218,0.8987131495714725,0.4792995005934954,0.03143720661296924,4.155270175396544,363.75665891954645
2014-06-26-overcast-traj-history.txt,0.6472799915204228,0.47690511661061025,0.3565109401544754,0.4376447156921913,0.0009919856864405658,3.88097731880376,1205.7996530024693
