,rmse,mean,median,std,min,max,sse
estimation.tum,117.68146672473767,117.67428060537684,117.67461309681877,1.3004977864537723,115.74779628633482,119.59978802469107,83093.56566291324
webots-night.txt,66.21234586790922,62.49538791314791,63.69970974110073,21.872385213250098,1.834319762455257,133.0254457232533,1595803.2073007154
