,rmse,mean,median,std,min,max,sse
estimation.tum,1.9976477769778167,1.9967232258009582,2.0069368722071976,0.06077006180208987,1.8809893479123976,2.048687424435689,19.952983204322063
webots-night.txt,3.0974184702957173,2.619315142251164,1.9878088942350625,1.6532360284311565,0.060265570579099696,9.343841378947179,3482.6224283868496
city_summer_est_from_matches.tum.txt,111.76254164807678,74.68048944744721,27.288014460604376,83.14860318446618,1.4238583238573986e-14,261.6509393252123,3909640.968994724
