ds,vmin,vmax,Rwindow,threshold,match_runtime_sec,rank_score,score_valid,score_corr,score_mae,valid_count,invalid_count,valid_ratio,mae,norm_mae,corr,nan_quality_count,core_frame_start,core_frame_end_exclusive,core_total_count,core_valid_count,core_valid_ratio,core_mae,core_norm_mae,core_corr
10,0.8,1.2,10,0.8,1.4024,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,10,0.9,1.4024,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,10,1.0,1.4024,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,10,0.8,1.5363,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,10,0.9,1.5363,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,10,1.0,1.5363,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,10,0.8,1.5915,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,10,0.9,1.5915,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,10,1.0,1.5915,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,30,0.8,1.4247,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,30,0.9,1.4247,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,30,1.0,1.4247,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,30,0.8,1.5021,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,30,0.9,1.5021,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,30,1.0,1.5021,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,30,0.8,1.5217,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,30,0.9,1.5217,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,30,1.0,1.5217,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,50,0.8,1.6643,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,50,0.9,1.6643,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.8,1.2,50,1.0,1.6643,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,50,0.8,1.4532,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,50,0.9,1.4532,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.5,1.5,50,1.0,1.4532,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,50,0.8,1.6004,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,50,0.9,1.6004,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
10,0.3,2.0,50,1.0,1.6004,0.9876373626373627,0.9725274725274725,1.0,1.0,354,10,0.9725274725274725,0.0,0.0,1.0,10,5,359,354,354,1.0,0.0,0.0,1.0
20,0.8,1.2,10,0.8,1.534,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.8,1.2,10,0.9,1.534,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.8,1.2,10,1.0,1.534,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.5,1.5,10,0.8,1.7904,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.5,1.5,10,0.9,1.7904,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.5,1.5,10,1.0,1.7904,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.3,2.0,10,0.8,1.9056,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.3,2.0,10,0.9,1.9056,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.3,2.0,10,1.0,1.9056,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.8,1.2,30,0.8,1.5214,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.8,1.2,30,0.9,1.5214,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.8,1.2,30,1.0,1.5214,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.5,1.5,30,0.8,1.658,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.5,1.5,30,0.9,1.658,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.5,1.5,30,1.0,1.658,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.3,2.0,30,0.8,1.8942,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.3,2.0,30,0.9,1.8942,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.3,2.0,30,1.0,1.8942,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.8,1.2,50,0.8,1.5013,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.8,1.2,50,0.9,1.5013,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.8,1.2,50,1.0,1.5013,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.5,1.5,50,0.8,1.6063,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.5,1.5,50,0.9,1.6063,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.5,1.5,50,1.0,1.6063,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.3,2.0,50,0.8,1.5611,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.3,2.0,50,0.9,1.5611,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
20,0.3,2.0,50,1.0,1.5611,0.9752747252747253,0.945054945054945,0.9999999999999999,1.0,344,20,0.945054945054945,0.0,0.0,0.9999999999999999,20,10,354,344,344,1.0,0.0,0.0,0.9999999999999999
30,0.8,1.2,10,0.8,1.3651,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.8,1.2,10,0.9,1.3651,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.8,1.2,10,1.0,1.3651,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.5,1.5,10,0.8,1.6352,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.5,1.5,10,0.9,1.6352,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.5,1.5,10,1.0,1.6352,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.3,2.0,10,0.8,2.1532,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.3,2.0,10,0.9,2.1532,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.3,2.0,10,1.0,2.1532,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.8,1.2,30,0.8,1.4697,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.8,1.2,30,0.9,1.4697,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.8,1.2,30,1.0,1.4697,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.5,1.5,30,0.8,1.7728,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.5,1.5,30,0.9,1.7728,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.5,1.5,30,1.0,1.7728,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.3,2.0,30,0.8,1.9628,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.3,2.0,30,0.9,1.9628,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.3,2.0,30,1.0,1.9628,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.8,1.2,50,0.8,1.2997,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.8,1.2,50,0.9,1.2997,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.8,1.2,50,1.0,1.2997,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.5,1.5,50,0.8,1.6765,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.5,1.5,50,0.9,1.6765,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.5,1.5,50,1.0,1.6765,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.3,2.0,50,0.8,2.0021,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.3,2.0,50,0.9,2.0021,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
30,0.3,2.0,50,1.0,2.0021,0.9629120879120879,0.9175824175824175,1.0,1.0,334,30,0.9175824175824175,0.0,0.0,1.0,30,15,349,334,334,1.0,0.0,0.0,1.0
50,0.8,1.2,10,0.8,1.6236,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
50,0.8,1.2,10,0.9,1.6236,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
50,0.8,1.2,10,1.0,1.6236,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
50,0.5,1.5,10,0.8,2.3518,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
50,0.5,1.5,10,0.9,2.3518,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
50,0.5,1.5,10,1.0,2.3518,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
50,0.3,2.0,10,0.8,3.9528,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
50,0.3,2.0,10,0.9,3.9528,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
50,0.3,2.0,10,1.0,3.9528,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
50,0.8,1.2,30,0.8,1.5958,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
50,0.8,1.2,30,0.9,1.5958,0.9381868131868132,0.8626373626373627,0.9999999999999999,1.0,314,50,0.8626373626373627,0.0,0.0,0.9999999999999999,50,25,339,314,314,1.0,0.0,0.0,0.9999999999999999
